distinct_1gram,distinct_2gram,distinct_3gram,self_bleu,kl_divergence,vocab_coverage,rare_token_survival,repetition_rate,mean_length,length_std,perplexity,domain,model,mixing_ratio,generation,track
0.0235917846509084,0.214195557908023,0.4736807104417753,0.0565310014451043,0.3103880205795907,0.4715922375496844,0.2982744453574363,0.0,197.484,15.411935115357837,-1.0,creative_fiction,distilgpt2,0.25,10,creative_fiction_distilgpt2_25pct
0.0524169732138231,0.5231342117598041,0.8739280665933721,0.0064356225091659,0.1099594162974592,0.7359326539654408,0.6467150342603789,0.001,193.01,10.128074841745592,-1.0,technical_qa,gpt2,1.0,0,technical_qa_gpt2_100pct
0.0426108663579884,0.4802836486410213,0.8438126969554746,0.0072344655383408,0.1439325148858404,0.6489440259932063,0.5372833534864974,0.0,195.889,8.661678763380689,-1.0,technical_qa,gpt2,1.0,1,technical_qa_gpt2_100pct
0.0375314746606816,0.4422831129284401,0.8094236389413505,0.0090010691799249,0.1706840977319788,0.5882439816866046,0.4639258363563079,0.0,197.381,8.002614510271002,-1.0,technical_qa,gpt2,1.0,2,technical_qa_gpt2_100pct
0.0330542645047663,0.4060986310541238,0.7725518584413664,0.0152598956244386,0.1960206789039398,0.5409836065573771,0.4093107617896009,0.0,198.159,7.4935785176376175,-1.0,technical_qa,gpt2,1.0,3,technical_qa_gpt2_100pct
0.0301601643539667,0.3755384076830586,0.7351115961021677,0.0214678881630322,0.2195884544955495,0.50760596662236,0.3710197501007658,0.0,198.109,7.319092771648682,-1.0,technical_qa,gpt2,1.0,4,technical_qa_gpt2_100pct
0.0280689323582255,0.3410941831777602,0.6913106833346115,0.0255570325125517,0.2403683002471228,0.4760005907546891,0.3373639661426844,0.0,197.585,7.393698330335097,-1.0,technical_qa,gpt2,1.0,5,technical_qa_gpt2_100pct
0.0256743251675349,0.3086073535485384,0.6446856598145785,0.0286046364719187,0.2598962857953576,0.4476443656771525,0.3067311567916163,0.0,197.123,7.332657840101364,-1.0,technical_qa,gpt2,1.0,6,technical_qa_gpt2_100pct
0.0239443414671304,0.2785851006814179,0.5976092142728882,0.0326474711527785,0.2782896239014957,0.4277063949195097,0.2857718661829907,0.0,196.915,7.009691505337449,-1.0,technical_qa,gpt2,1.0,7,technical_qa_gpt2_100pct
0.0218840844869996,0.252656259577859,0.5566839867737364,0.0372668486579927,0.2936117158157128,0.4058484714222419,0.2650141072148327,0.0,196.764,6.737232666310405,-1.0,technical_qa,gpt2,1.0,8,technical_qa_gpt2_100pct
0.0202074619204204,0.2257469643796709,0.5078378919587798,0.0398025820649998,0.3088606198931169,0.3856151233200413,0.2432486900443369,0.0,196.759,6.322255847401306,-1.0,technical_qa,gpt2,1.0,9,technical_qa_gpt2_100pct
0.0185782905939461,0.2010268986129205,0.4596554291729786,0.0440214606744317,0.3225051449721197,0.3690739920248116,0.2285368802902055,0.0,196.735,6.30498017443354,-1.0,technical_qa,gpt2,1.0,10,technical_qa_gpt2_100pct
0.0527822071709422,0.5209709336020509,0.8750203383247519,0.004757261581044,0.1110863843051676,0.7266282676118742,0.6348246674727932,0.001,192.527,10.476510440027251,-1.0,technical_qa,gpt2,0.75,0,technical_qa_gpt2_75pct
0.0438020962284393,0.4887801236052926,0.851015260173449,0.0050983116773922,0.1443122819077096,0.6443656771525624,0.5296251511487303,0.0,193.872,9.286313369685518,-1.0,technical_qa,gpt2,0.75,1,technical_qa_gpt2_75pct
0.0383764404609475,0.455063063063063,0.8228771021992238,0.0076675116152663,0.1695612663006253,0.598729877418402,0.473800886739218,0.0,195.25,8.54690002281529,-1.0,technical_qa,gpt2,0.75,2,technical_qa_gpt2_75pct
0.0341450233003966,0.4204290385068722,0.7902685773743909,0.0108560135609909,0.1933673548246151,0.5621030866932506,0.4294639258363563,0.0,196.134,7.536049628286692,-1.0,technical_qa,gpt2,0.75,3,technical_qa_gpt2_75pct
0.032119279743291,0.3849662058056166,0.750887934416751,0.0138595735227862,0.2215375313742558,0.5384728991286368,0.402055622732769,0.0,195.708,7.02913479739861,-1.0,technical_qa,gpt2,0.75,4,technical_qa_gpt2_75pct
0.0287853264050404,0.345190777997739,0.7023841965355367,0.0194726246165383,0.2525223142958732,0.5073105892778024,0.3681983071342201,0.0,196.489,6.460485972432724,-1.0,technical_qa,gpt2,0.75,5,technical_qa_gpt2_75pct
0.0256377777214805,0.3036793725969495,0.6461085660174545,0.0232435851352432,0.2799128287418341,0.4739329493427854,0.3343409915356711,0.0,197.365,5.928555894988256,-1.0,technical_qa,gpt2,0.75,6,technical_qa_gpt2_75pct
0.023012826987173,0.2622221094305146,0.5778440975410672,0.0277399085603959,0.3111298197775154,0.4426229508196721,0.294236195082628,0.0,198.02,5.967880695858456,-1.0,technical_qa,gpt2,0.75,7,technical_qa_gpt2_75pct
0.0212062266588255,0.2300973473233274,0.5178597722276099,0.0363327368043607,0.3346515674104856,0.4237188007679811,0.2754937525191455,0.0,198.951,5.728751958323907,-1.0,technical_qa,gpt2,0.75,8,technical_qa_gpt2_75pct
0.0195740243070875,0.1986616141256147,0.4571735342976378,0.0417821628106457,0.3560105318320281,0.4027470093043863,0.2579604997984683,0.0,199.448,5.794419384200629,-1.0,technical_qa,gpt2,0.75,9,technical_qa_gpt2_75pct
0.0180515357575636,0.174514106267551,0.404798033443598,0.0561930453107335,0.3737274638391917,0.3798552651011667,0.2317613865376864,0.0,199.706,5.566108514932133,-1.0,technical_qa,gpt2,0.75,10,technical_qa_gpt2_75pct
0.0520412857076405,0.5192512507728035,0.8732981340185189,0.0049304806457183,0.1107399229691884,0.7337173238812583,0.6440951229343007,0.001,193.481,9.781392487780051,-1.0,technical_qa,gpt2,0.5,0,technical_qa_gpt2_50pct
0.0416543318259307,0.4856917125824689,0.853936118645641,0.0045275779259864,0.144913439565402,0.6535223748338502,0.5399032648125756,0.0,195.922,7.439886827096229,-1.0,technical_qa,gpt2,0.5,1,technical_qa_gpt2_50pct
0.0363809659004491,0.4518461522782629,0.8249387951609765,0.0055393219479962,0.1720694104703637,0.6092157731501994,0.4852881902458686,0.0,197.246,6.613885696018642,-1.0,technical_qa,gpt2,0.5,2,technical_qa_gpt2_50pct
0.0321277472389432,0.4135886636568393,0.787730055121867,0.0066538921895724,0.2024586116511609,0.5748043125092306,0.4457879887142281,0.0,199.018,5.925848124952242,-1.0,technical_qa,gpt2,0.5,3,technical_qa_gpt2_50pct
0.0294776529887689,0.3747725924958036,0.7395975391702276,0.0102874950175691,0.2317411004918745,0.5461527100871363,0.4125352680370818,0.0,199.982,7.433416172931528,-1.0,technical_qa,gpt2,0.5,4,technical_qa_gpt2_50pct
0.026789391420845,0.3318921883960405,0.6819705816022251,0.0125163523720615,0.260270222406728,0.5223748338502436,0.3833131801692865,0.0,201.535,5.09909550802885,-1.0,technical_qa,gpt2,0.5,5,technical_qa_gpt2_50pct
0.0246502463054187,0.2905544554455445,0.6195721393034825,0.0171409852353728,0.2897692990023588,0.4956431841677743,0.3520757758968158,0.0,203.0,5.339662910708878,-1.0,technical_qa,gpt2,0.5,6,technical_qa_gpt2_50pct
0.0228004700722318,0.2557060477435231,0.5609043913533592,0.0227184927967262,0.3127814439298748,0.4726037512922759,0.3276904474002418,0.0,203.373,5.06397778431146,-1.0,technical_qa,gpt2,0.5,7,technical_qa_gpt2_50pct
0.0210952869204315,0.2223854622184315,0.4995466638921506,0.0343114564796962,0.3349634960994992,0.4525180918623541,0.3061265618702136,0.0,203.837,5.061465301669073,-1.0,technical_qa,gpt2,0.5,8,technical_qa_gpt2_50pct
0.0192811177175854,0.1903759620349652,0.4400504089550026,0.0466205965033283,0.3588371526721527,0.4325801211047113,0.2841596130592503,0.0,204.345,4.755415334121722,-1.0,technical_qa,gpt2,0.5,9,technical_qa_gpt2_50pct
0.0184177091477716,0.1680318208603417,0.3904411764705882,0.0547158221671227,0.3757957161421421,0.4117560183133953,0.2638049173720274,0.0,204.64,4.912473918505827,-1.0,technical_qa,gpt2,0.5,10,technical_qa_gpt2_50pct
0.0526003528548455,0.5222315809298602,0.8751755220960625,0.0038203662798464,0.1096959420780911,0.7328311918475853,0.6428859330914953,0.001,192.147,10.651731831021657,-1.0,technical_qa,gpt2,0.25,0,technical_qa_gpt2_25pct
0.0432969011186833,0.4978208607987592,0.8607301546056906,0.0056124996828986,0.1417621918502731,0.6691773740954069,0.5626763401854091,0.0,194.425,9.171170863090492,-1.0,technical_qa,gpt2,0.25,1,technical_qa_gpt2_25pct
0.039728330582229,0.4740778409587063,0.8345458206620232,0.0060954547340193,0.1732813016298668,0.6344705361098804,0.5185409109230149,0.0,195.679,10.666206401528148,-1.0,technical_qa,gpt2,0.25,2,technical_qa_gpt2_25pct
0.0367380284263032,0.4390195388405221,0.7989398731743826,0.0084705991498857,0.2035658844333495,0.609511150494757,0.4875050382910117,0.0,197.071,7.837981819320583,-1.0,technical_qa,gpt2,0.25,3,technical_qa_gpt2_25pct
